Absorption (K-edge) for mids: mp-776655,mp-776456,mp-458,mvc-379; elements: Ti; smoothing fwhm: 0.0 eV.
Spectra (before any smoothing) are 3rd-order spline interpolations ranged over the intersection of E-axis ranges of site spectra.
mp-458 Ti K-edge		mp-776456 Ti K-edge		mp-776655 Ti K-edge		mvc-379 Ti K-edge	
E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu
4968.344	0.012621843543391192	4968.531	0.012896580558471161	4968.749	0.014257965980702048	4968.948	0.016713816774221405
4968.621195979899	0.01365067270992985	4968.807175879397	0.013956460061867394	4969.023095477387	0.015594676186053468	4969.220628140703	0.018837222323066907
4968.8983919597995	0.014900016721668895	4969.0833517587935	0.015273967652056769	4969.297190954773	0.017297818536550644	4969.493256281407	0.02176960144611067
4969.175587939699	0.01651617954414864	4969.359527638191	0.016986738375062763	4969.57128643216	0.01960087630579448	4969.7658844221105	0.026087311509998608
4969.452783919598	0.018669793176614855	4969.635703517588	0.01929750437628547	4969.8453819095475	0.02290678248847551	4970.0385125628145	0.03310867743150378
4969.729979899497	0.021707371710176948	4969.911879396985	0.022622225380787838	4970.119477386935	0.028016703477014696	4970.311140703518	0.045117874857146814
4970.007175879397	0.026381053409073433	4970.188055276381	0.02784671698495787	4970.393572864321	0.036591179030114065	4970.583768844222	0.06311895696924325
4970.284371859297	0.03415359555786089	4970.464231155779	0.036771491512410485	4970.667668341708	0.05028505774483876	4970.856396984925	0.08093777067923762
4970.561567839196	0.04820159106185208	4970.740407035176	0.05223505530218778	4970.941763819095	0.06782047409409782	4971.129025125629	0.09323827937862954
4970.838763819095	0.06929733497898842	4971.016582914573	0.07216044517170382	4971.215859296482	0.08690682205378047	4971.401653266332	0.10788578596846223
4971.115959798995	0.08799288659058273	4971.292758793969	0.08690101869817143	4971.489954773869	0.10268469476047878	4971.674281407036	0.13184685138939037
4971.393155778895	0.09830250022101364	4971.568934673367	0.09516445842148794	4971.764050251256	0.11155005896436838	4971.946909547739	0.15668686535291446
4971.670351758794	0.10339250849296372	4971.845110552764	0.10113838459995018	4972.038145728643	0.11403126363091287	4972.219537688443	0.16360884741032136
4971.947547738693	0.10281967210735947	4972.121286432161	0.10637377870413488	4972.31224120603	0.11383343034644627	4972.492165829146	0.1530274376185808
4972.224743718593	0.0989558375365885	4972.397462311557	0.1113710988202686	4972.586336683416	0.11486452178131473	4972.76479396985	0.14330918102211881
4972.501939698493	0.09777892962043018	4972.673638190955	0.11755163437401091	4972.860432160804	0.11679611815637167	4973.037422110553	0.1408522806738044
4972.779135678392	0.10513165419539479	4972.949814070352	0.12420156312039776	4973.134527638191	0.11993856712118972	4973.310050251256	0.14302138537605294
4973.056331658291	0.12130959425281022	4973.2259899497485	0.12922498221749115	4973.408623115578	0.12610016298758864	4973.58267839196	0.14705630297198435
4973.333527638191	0.13622238433993775	4973.502165829145	0.13135883064172998	4973.682718592964	0.13296427374084627	4973.855306532663	0.15121784603731708
4973.610723618091	0.14413168701541373	4973.778341708543	0.13161845808587885	4973.956814070351	0.13682223518130907	4974.127934673367	0.15192711251951715
4973.88791959799	0.1487337119158873	4974.05451758794	0.13167813601750025	4974.2309095477385	0.13752482214420783	4974.40056281407	0.14973917275878834
4974.165115577889	0.15191413607253407	4974.3306934673365	0.13143345204809878	4974.505005025126	0.13801400774307554	4974.673190954774	0.14863363825660275
4974.442311557789	0.15226966731757555	4974.606869346733	0.13029527977508465	4974.779100502512	0.13909967708875212	4974.945819095477	0.14944947160358035
4974.7195075376885	0.1489012087473986	4974.883045226131	0.12885609784050686	4975.053195979899	0.1401755197766846	4975.218447236181	0.15135616582894526
4974.996703517588	0.14534200023092095	4975.159221105528	0.12902155625239514	4975.327291457286	0.14222450713368123	4975.4910753768845	0.15414406236352252
4975.273899497488	0.1446304599615876	4975.435396984924	0.13249637730616315	4975.601386934673	0.14706865665282373	4975.7637035175885	0.15542660145780224
4975.551095477387	0.14336872111130672	4975.711572864321	0.13831309812376522	4975.87548241206	0.157470939835605	4976.036331658292	0.15404201197474635
4975.8282914572865	0.1401887480851522	4975.987748743719	0.14275884770213634	4976.149577889447	0.17504107739058522	4976.308959798996	0.15352289001674235
4976.105487437186	0.14341835853896215	4976.263924623116	0.1445620506580756	4976.423673366834	0.1965141217425413	4976.581587939699	0.15700210895882324
4976.382683417086	0.16217632024026696	4976.540100502512	0.14789608783111796	4976.697768844221	0.21673431999833112	4976.854216080403	0.1644444495804688
4976.659879396985	0.1961449662441853	4976.816276381909	0.1574773344871447	4976.971864321607	0.23208925123313942	4977.126844221106	0.1752272700840374
4976.937075376884	0.23342608353684388	4977.092452261307	0.17598369273021355	4977.245959798995	0.24376377987541997	4977.399472361809	0.1899878219003502
4977.214271356784	0.25936030607442195	4977.368628140704	0.2039045576322092	4977.520055276382	0.25261771476545636	4977.672100502513	0.20896951851963555
4977.491467336684	0.2700865730310185	4977.6448040201	0.2415576132721278	4977.794150753769	0.2594281741734844	4977.944728643216	0.23131532193904708
4977.768663316583	0.2718030277599902	4977.920979899497	0.2826961019408324	4978.068246231155	0.2656704252961877	4978.21735678392	0.25616390201648653
4978.045859296482	0.2756621109329641	4978.197155778895	0.3180839966887027	4978.342341708542	0.27548201152573704	4978.489984924623	0.2833448548687851
4978.323055276382	0.2856091690823969	4978.4733316582915	0.34061599855798447	4978.6164371859295	0.2906320639993993	4978.762613065327	0.31236228572556773
4978.600251256282	0.2998463975765034	4978.749507537688	0.3493635227911955	4978.890532663317	0.3100279493991307	4979.03524120603	0.3406910773149246
4978.877447236181	0.3133137577624687	4979.025683417085	0.3514606100736975	4979.164628140703	0.32769112281474894	4979.307869346734	0.3658219716367465
4979.15464321608	0.3262034059702169	4979.301859296483	0.35150226174935306	4979.43872361809	0.33998050671857927	4979.580497487437	0.38658813715652157
4979.43183919598	0.34043840476087706	4979.578035175879	0.35425143358680555	4979.712819095477	0.3483669400603226	4979.853125628141	0.405054268404657
4979.70903517588	0.3533006771381237	4979.854211055276	0.3626130774162841	4979.986914572864	0.358509196466553	4980.125753768844	0.42399429218941015
4979.986231155779	0.3604568677524659	4980.130386934673	0.3770948661971714	4980.261010050251	0.37728378819090985	4980.398381909548	0.4459221862118245
4980.263427135678	0.358037670805839	4980.406562814071	0.39748394307519047	4980.535105527638	0.4063861946217066	4980.671010050251	0.46894264597219426
4980.540623115578	0.35341065539458166	4980.682738693467	0.4210810735356113	4980.809201005025	0.44410358592604016	4980.943638190955	0.4894608144852864
4980.817819095478	0.3584590385390678	4980.958914572864	0.4452820269093329	4981.083296482412	0.485986292897685	4981.2162663316585	0.5075622536771723
4981.095015075377	0.38052653378986234	4981.235090452261	0.47016182513247673	4981.357391959798	0.5266854794558974	4981.488894472362	0.525303758667834
4981.372211055276	0.4200219591345416	4981.511266331659	0.49646432691314835	4981.631487437186	0.5609097152273991	4981.761522613066	0.5431341779703935
4981.649407035176	0.4657247930913637	4981.787442211055	0.5250140391449611	4981.905582914573	0.5874548717042231	4982.034150753769	0.5592015316143778
4981.926603015076	0.5101426680901833	4982.063618090452	0.5545487072904637	4982.17967839196	0.607263567104562	4982.306778894473	0.5694439689841855
4982.203798994975	0.5522523504014565	4982.339793969849	0.582312349751187	4982.453773869346	0.6247858654406118	4982.579407035176	0.5716164194517549
4982.480994974874	0.5917844275153493	4982.6159698492465	0.6059973850822131	4982.727869346733	0.6458859943409166	4982.85203517588	0.5724369390528986
4982.758190954774	0.6285955846698588	4982.892145728643	0.6248651377976016	4983.0019648241205	0.6721996933762404	4983.124663316583	0.5778472518131973
4983.035386934674	0.6601324448703564	4983.16832160804	0.6418308698848767	4983.276060301508	0.7030160528489855	4983.397291457287	0.5883907891011151
4983.312582914573	0.682649591162756	4983.444497487437	0.6598905480866265	4983.550155778894	0.7335070612491619	4983.66991959799	0.6027717175672431
4983.589778894472	0.6984627075794706	4983.7206733668345	0.6796841606527408	4983.824251256281	0.7587929004538161	4983.942547738694	0.6178202940369196
4983.866974874372	0.7134929167838325	4983.996849246231	0.7012823501826406	4984.098346733668	0.7797213613395935	4984.215175879397	0.6328060851475775
4984.144170854272	0.7307250353655569	4984.273025125628	0.725517100566633	4984.372442211055	0.7981699297294402	4984.487804020101	0.6466149349280237
4984.421366834171	0.7511267831517511	4984.549201005025	0.754022597589484	4984.646537688442	0.8148180941544944	4984.760432160804	0.6575500997597438
4984.69856281407	0.7742137377130925	4984.825376884422	0.7868606248754912	4984.920633165829	0.8301756261564825	4985.033060301508	0.6672450680306496
4984.97575879397	0.7986512280013338	4985.101552763819	0.8225452827851037	4985.194728643216	0.8434792364827957	4985.305688442211	0.6782410759003195
4985.2529547738695	0.8264486406351255	4985.377728643216	0.8578560524691254	4985.468824120603	0.8533080569382281	4985.578316582915	0.6928262617627098
4985.530150753769	0.8625154748520395	4985.653904522613	0.8883912153124269	4985.742919597989	0.859524537379096	4985.850944723618	0.7128032860343315
4985.807346733668	0.9058426865187774	4985.93008040201	0.9133036925588819	4986.017015075377	0.8628809478546134	4986.123572864321	0.7388446703738889
4986.084542713568	0.9476914814686934	4986.206256281407	0.9349675426088772	4986.291110552764	0.8656080105112747	4986.396201005025	0.7710096444454756
4986.3617386934675	0.9802473678562772	4986.482432160804	0.9549339053824201	4986.565206030151	0.8715130650702694	4986.6688291457285	0.8093736726285398
4986.638934673367	0.9986708489862304	4986.758608040201	0.9739569002958504	4986.839301507537	0.8847982980741479	4986.9414572864325	0.8533309012900683
4986.916130653267	1.0	4987.034783919597	0.9908306256635988	4987.113396984924	0.908465923193572	4987.214085427136	0.9006331401823489
4987.193326633166	0.9872406612276876	4987.310959798995	1.0	4987.3874924623115	0.9415962827563991	4987.48671356784	0.9463469319118267
4987.470522613065	0.9649029710317184	4987.587135678392	0.996131077392231	4987.661587939699	0.9750138920896309	4987.759341708543	0.9821148598270102
4987.747718592965	0.937742244306942	4987.863311557789	0.9787298648733224	4987.935683417085	0.9974102303889835	4988.031969849247	1.0
4988.024914572865	0.9105660378694803	4988.139487437185	0.9494065698204137	4988.209778894472	1.0	4988.30459798995	0.997528164313492
4988.302110552764	0.8856946715149061	4988.415663316583	0.9120591557358428	4988.483874371859	0.9792423778698839	4988.577226130654	0.9769051156921218
4988.579306532663	0.8624809646975083	4988.69183919598	0.8728510416352492	4988.757969849246	0.9410224404902063	4988.849854271357	0.9430062471690512
4988.856502512563	0.8399382684347232	4988.968015075377	0.8370277110029303	4989.032065326633	0.8960484812539872	4989.122482412061	0.9012053434560338
4989.133698492463	0.8165528329100544	4989.244190954773	0.8075550453564335	4989.30616080402	0.8520386765735575	4989.395110552764	0.856535291240726
4989.410894472362	0.7909264006424044	4989.520366834171	0.7866442176532521	4989.580256281407	0.8111726494732098	4989.667738693468	0.8128279045309742
4989.688090452261	0.7640862723678767	4989.796542713568	0.7741081818309595	4989.854351758794	0.7742458285620765	4989.940366834171	0.7723957732994318
4989.965286432161	0.7385589696425282	4990.0727185929645	0.7679971885216413	4990.12844723618	0.7412220225046662	4990.212994974874	0.7358178660882999
4990.242482412061	0.7162239304413303	4990.348894472361	0.7656566450093464	4990.4025427135675	0.7121387613626021	4990.485623115578	0.7038365088011441
4990.51967839196	0.6976207191143043	4990.625070351759	0.7638663522939294	4990.676638190955	0.6869136191171112	4990.758251256281	0.677017735607486
4990.796874371859	0.6828549269688452	4990.901246231156	0.7595571875257409	4990.950733668342	0.6653741032486272	4991.030879396985	0.6545323533383096
4991.074070351759	0.669671973649234	4991.1774221105525	0.7505280854225332	4991.224829145728	0.647464773390921	4991.303507537688	0.6351448617740827
4991.351266331659	0.6546237335603616	4991.453597989949	0.7350520930804166	4991.498924623115	0.6328431208114113	4991.576135678392	0.6179585766424026
4991.628462311558	0.6358285135065617	4991.729773869347	0.7131733775530193	4991.773020100502	0.6208221565544222	4991.848763819095	0.6024633309241005
4991.905658291457	0.6146875524631847	4992.005949748744	0.6874040209468973	4992.04711557789	0.6111079680139115	4992.121391959799	0.5884951831580664
4992.1828542713565	0.5929895619359498	4992.28212562814	0.6605425411729393	4992.321211055276	0.6038821634202733	4992.3940201005025	0.5759928725950109
4992.460050251257	0.5722456244871763	4992.558301507537	0.6349337165626671	4992.595306532663	0.5990295186553611	4992.6666482412065	0.5649054833787595
4992.737246231156	0.5537807789392568	4992.834477386935	0.6126328332414515	4992.86940201005	0.5962123913735113	4992.93927638191	0.555609304966692
4993.014442211055	0.538792856678077	4993.110653266332	0.5950082362112461	4993.143497487437	0.594994697317076	4993.211904522614	0.5485816222905882
4993.291638190955	0.5280364631103399	4993.386829145728	0.5820966339617093	4993.417592964824	0.5949731021784199	4993.484532663317	0.544086091171817
4993.568834170855	0.5221588033694724	4993.663005025125	0.5736107745880434	4993.691688442211	0.5958186829925212	4993.757160804021	0.5421529409010826
4993.846030150754	0.5214331733595865	4993.939180904523	0.5689880053023543	4993.965783919598	0.5973832832124764	4994.029788944724	0.5429719263803033
4994.123226130653	0.5256134771227263	4994.21535678392	0.5672929630890249	4994.239879396985	0.5996425227827257	4994.302417085427	0.5465483145617468
4994.400422110553	0.5343636636821079	4994.491532663316	0.567600476358147	4994.513974874371	0.6029572728020254	4994.575045226131	0.5524364098513087
4994.677618090453	0.5467522907435196	4994.767708542713	0.5691934909144696	4994.7880703517585	0.6078872677236509	4994.847673366834	0.560084778506995
4994.954814070352	0.5614660988835747	4995.043884422111	0.5714388773759627	4995.062165829146	0.6148290525915939	4995.120301507538	0.5690771553887873
4995.232010050251	0.5772883133492581	4995.3200603015075	0.573815045603175	4995.336261306533	0.6239338640898354	4995.392929648241	0.57909280169969
4995.509206030151	0.5935251415728491	4995.596236180904	0.576249447503346	4995.610356783919	0.6352555562512849	4995.665557788945	0.5897602411706597
4995.786402010051	0.6096489251752152	4995.872412060301	0.5788594675655152	4995.884452261306	0.6485762034307471	4995.938185929648	0.6004677699942101
4996.06359798995	0.6252365225108102	4996.148587939699	0.5817942106293692	4996.158547738693	0.6631808165511098	4996.210814070352	0.6106943043418387
4996.340793969849	0.6401511006922291	4996.4247638190955	0.5852491661388747	4996.432643216081	0.6783162413953863	4996.483442211055	0.6200081510085413
4996.617989949749	0.6543047011818725	4996.700939698492	0.5894188072506006	4996.706738693467	0.693116482491139	4996.756070351759	0.6281815125804779
4996.8951859296485	0.6676303671168281	4996.977115577889	0.5943421393672735	4996.980834170854	0.7066072929233147	4997.028698492462	0.6349304123782695
4997.172381909548	0.6800975013749431	4997.253291457287	0.5997702166988483	4997.254929648241	0.7177285445386555	4997.301326633166	0.6400709839353598
4997.449577889447	0.6916733687641801	4997.529467336683	0.605393451451299	4997.529025125628	0.725807268767512	4997.573954773869	0.6438774773507212
4997.726773869347	0.7021137756130459	4997.80564321608	0.6108615527647339	4997.803120603015	0.7307447719436981	4997.846582914573	0.6467507914962117
4998.0039698492465	0.7109067801344146	4998.081819095477	0.6158818216918727	4998.077216080402	0.73260200847201	4998.1192110552765	0.6490228672747902
4998.281165829146	0.7175306148501575	4998.357994974875	0.6201934576434353	4998.351311557789	0.7317504759884093	4998.39183919598	0.6507550287353556
4998.558361809045	0.7216468726939735	4998.634170854271	0.6236599591177608	4998.625407035176	0.728676168650166	4998.664467336684	0.6519399831336958
4998.835557788945	0.7231083175189233	4998.910346733668	0.626224609545834	4998.899502512562	0.7239521231448958	4998.937095477387	0.6525655562683856
4999.112753768844	0.7217929923332456	4999.186522613065	0.6278377178019566	4999.1735979899495	0.7181224586613697	4999.209723618091	0.6526055513631634
4999.389949748744	0.7179293459683055	4999.462698492463	0.6285074719792001	4999.447693467337	0.7115646822437836	4999.482351758794	0.6520332201667273
4999.667145728644	0.7120827923469234	4999.738874371859	0.6283081424550292	4999.721788944724	0.7045898829572943	4999.754979899498	0.6508168410743495
4999.944341708543	0.7048259783655462	5000.015050251256	0.627319599746403	4999.99588442211	0.6973436251146429	5000.027608040201	0.6489118006268852
5000.221537688442	0.6965860250725393	5000.291226130653	0.6255972444598603	5000.269979899497	0.689868830660084	5000.300236180905	0.6462764577994099
5000.498733668342	0.6876455426709785	5000.5674020100505	0.6231722477381023	5000.544075376884	0.6821748549776022	5000.572864321608	0.6428736250860235
5000.775929648242	0.6782779447060863	5000.843577889447	0.6200766209664086	5000.818170854272	0.6741991225780828	5000.845492462312	0.6387202813282373
5001.053125628141	0.6686671435219051	5001.119753768844	0.6163587585624888	5001.092266331658	0.665873196893244	5001.118120603015	0.6338723605544352
5001.33032160804	0.6588942902831576	5001.395929648241	0.6120746150309665	5001.366361809045	0.657157574821657	5001.390748743719	0.6283882672382979
5001.60751758794	0.649034085283587	5001.672105527638	0.6072805669449401	5001.640457286432	0.6480523342395019	5001.663376884422	0.6223562377474491
5001.88471356784	0.6391174226160433	5001.948281407035	0.602044992536501	5001.914552763819	0.6385754273763053	5001.936005025126	0.6158924553267722
5002.161909547739	0.6291093039694414	5002.224457286432	0.5964596203568334	5002.188648241206	0.6287682928735321	5002.208633165829	0.6091141787574951
5002.439105527638	0.6189694781127517	5002.500633165829	0.59061859739705	5002.462743718593	0.618726263695096	5002.481261306532	0.6021308739877322
5002.7163015075375	0.6086961440798236	5002.776809045226	0.5846068504918334	5002.73683919598	0.6085870042654885	5002.753889447236	0.5950385166952019
5002.993497487438	0.5983727126768752	5003.052984924623	0.5785040237082947	5003.010934673367	0.5984971119396248	5003.026517587939	0.5879318146272824
5003.270693467337	0.5880940356013842	5003.32916080402	0.572390190621899	5003.285030150753	0.5885976937211117	5003.299145728643	0.5809023782189021
5003.547889447236	0.5779113458404633	5003.605336683417	0.5663373159782524	5003.5591256281405	0.5790220859300435	5003.5717738693465	0.574033077561089
5003.8250854271355	0.5677082368754636	5003.881512562814	0.560395221809589	5003.833221105528	0.5698755920850417	5003.8444020100505	0.5674052789180937
5004.102281407036	0.5573280347068968	5004.157688442211	0.5546079429375134	5004.107316582915	0.5612225152643132	5004.117030150754	0.5610913485184632
5004.379477386935	0.5467198207742843	5004.433864321608	0.5490177471919802	5004.381412060301	0.5530940794356349	5004.389658291458	0.555117658304536
5004.656673366834	0.5366639050088836	5004.710040201005	0.5436457193322007	5004.655507537688	0.545500199275106	5004.662286432161	0.5494958745476202
5004.933869346733	0.5283335034252715	5004.986216080402	0.5384955643999239	5004.929603015075	0.5384320466400522	5004.934914572865	0.5442371304381898
5005.211065326634	0.5228539077376217	5005.262391959799	0.5335708367706087	5005.2036984924625	0.5318603479834423	5005.207542713568	0.5393451123250317
5005.488261306533	0.5202035773696161	5005.538567839196	0.5288765771337621	5005.477793969849	0.5257583121408859	5005.480170854272	0.5348179792438567
5005.765457286432	0.5192191722806088	5005.814743718593	0.5244134920719834	5005.751889447236	0.5201013755267162	5005.752798994975	0.5306537277271093
5006.042653266332	0.5186889000961012	5006.090919597989	0.5201814142802809	5006.025984924623	0.5148641816370921	5006.025427135679	0.5268463098059517
5006.319849246232	0.5176144207341397	5006.367095477387	0.5161832184366985	5006.30008040201	0.5100232136791137	5006.298055276382	0.5233816957279633
5006.597045226131	0.515497341521365	5006.643271356784	0.5124236744594288	5006.5741758793965	0.5055620067213761	5006.570683417085	0.5202449199785032
5006.87424120603	0.511910749550238	5006.9194472361805	0.5089062858122452	5006.848271356784	0.5014748691473899	5006.843311557789	0.5174203525101018
5007.15143718593	0.506572345727773	5007.195623115577	0.5056327747603944	5007.122366834171	0.4977608882133712	5007.115939698492	0.5148886345635242
5007.4286331658295	0.5002125197597035	5007.471798994975	0.5025941650261514	5007.396462311558	0.4944178989020522	5007.388567839196	0.512629094126638
5007.705829145729	0.4939944934113042	5007.747974874372	0.4997740030590295	5007.670557788944	0.4914401225002493	5007.661195979899	0.510621066959752
5007.983025125628	0.4890631356757643	5008.0241507537685	0.4971553734147144	5007.944653266331	0.48881452545716436	5007.933824120603	0.5088444545036374
5008.260221105528	0.48582092472309657	5008.300326633165	0.4947226322982502	5008.218748743719	0.4865252630468443	5008.206452261306	0.5072800124284138
5008.5374170854275	0.48372538745270915	5008.576502512563	0.49246469864030307	5008.492844221106	0.48455558038308794	5008.47908040201	0.5059085665750958
5008.814613065327	0.4821728163599178	5008.85267839196	0.49037148460983637	5008.766939698492	0.48289245290981536	5008.7517085427135	0.5047120057115583
5009.091809045226	0.4806637621075036	5009.128854271356	0.4884334538862968	5009.041035175879	0.48152239709449335	5009.0243366834175	0.5036757199034232
5009.369005025126	0.479175709878588	5009.405030150753	0.48664587529326414	5009.315130653266	0.4804283820559499	5009.296964824121	0.5027857251944351
5009.646201005025	0.47782244441890515	5009.681206030151	0.4850077757431699	5009.5892261306535	0.47959039523301883	5009.569592964825	0.502028093302334
5009.923396984925	0.4767149306812638	5009.957381909548	0.48351835406081217	5009.86332160804	0.47898342118927695	5009.842221105528	0.5013893208114997
5010.200592964824	0.4758847914175566	5010.233557788944	0.4821763855920128	5010.137417085427	0.47857748687030777	5010.114849246232	0.5008554506402293
5010.477788944724	0.47527548238421835	5010.509733668341	0.48097928004966073	5010.411512562814	0.47834119059062935	5010.387477386935	0.5004123901760882
5010.754984924623	0.47482585775888325	5010.785909547739	0.4799241626889356	5010.685608040201	0.4782415994405384	5010.660105527639	0.5000456967619058
5011.032180904523	0.4744813695876007	5011.062085427136	0.4790078716111813	5010.9597035175875	0.47824593822977096	5010.932733668342	0.49973968221261506
5011.309376884423	0.4742213597777999	5011.338261306532	0.47822446277179226	5011.233798994975	0.478325562720393	5011.205361809045	0.49947850530444676
5011.586572864322	0.4740360212806475	5011.614437185929	0.47756589048236686	5011.507894472362	0.4784542760000885	5011.477989949749	0.4992463525175619
5011.863768844221	0.4739155212383594	5011.890613065327	0.4770240080399777	5011.781989949749	0.4786089049325168	5011.750618090452	0.49902924076064503
5012.140964824121	0.4738482019727279	5012.1667889447235	0.47659094694205434	5012.056085427135	0.4787723281119928	5012.023246231156	0.4988172348448738
5012.418160804021	0.47381958740313956	5012.44296482412	0.4762602693031644	5012.330180904522	0.47893169543195674	5012.295874371859	0.49860104765664714
5012.69535678392	0.4738149601788204	5012.719140703517	0.47602587357535237	5012.60427638191	0.479077175287019	5012.568502512563	0.49837133375863385
5012.972552763819	0.4738206487995624	5012.995316582915	0.47588163551671553	5012.878371859297	0.4792038293197824	5012.841130653266	0.498118806967417
5013.249748743719	0.4738335747721461	5013.2714924623115	0.4758225012655629	5013.152467336683	0.4793135799909126	5013.11375879397	0.4978349234781421
5013.526944723619	0.4738568173211287	5013.547668341708	0.47584571640053375	5013.42656281407	0.4794100832955073	5013.386386934673	0.49751122729964303
5013.804140703518	0.4738935317499283	5013.823844221105	0.47594880515533683	5013.700658291457	0.4795009968953723	5013.659015075377	0.49713961893805103
5014.081336683417	0.4739459359444658	5014.100020100503	0.4761284829328113	5013.9747537688445	0.47959719252858146	5013.93164321608	0.49671468669089686
5014.3585326633165	0.4740128508956484	5014.376195979899	0.47637880380101155	5014.248849246231	0.47971069719380816	5014.204271356784	0.49623256586454917
5014.635728643217	0.47409232840783105	5014.652371859296	0.47669297024946294	5014.522944723618	0.4798527368346446	5014.4768994974875	0.49568943706309454
5014.912924623116	0.4741824502755383	5014.928547738693	0.4770642131235415	5014.797040201005	0.48003358008918817	5014.7495276381915	0.4950830225468761
5015.190120603015	0.47428332594746775	5015.204723618091	0.4774874961597161	5015.071135678392	0.4802634068327464	5015.022155778895	0.494415069334526
5015.4673165829145	0.47439834651479884	5015.480899497487	0.47796197417136566	5015.3452311557785	0.4805525795787763	5015.294783919598	0.493688272195078
5015.744512562815	0.4745312022277063	5015.757075376884	0.47848789773580713	5015.619326633166	0.48091342038913915	5015.567412060302	0.4929053887502713
5016.021708542714	0.47468551558038685	5016.033251256281	0.47906557856012616	5015.893422110553	0.4813600858726858	5015.840040201005	0.4920708165003905
5016.298904522613	0.4748636873077098	5016.309427135679	0.4796961284188353	5016.16751758794	0.4819043151545821	5016.112668341709	0.49119137775325744
5016.576100502512	0.4750670584674436	5016.585603015075	0.48038140407205954	5016.441613065326	0.48255656150897214	5016.385296482412	0.49027421244477204
5016.853296482413	0.4752969349838167	5016.861778894472	0.4811233123786161	5016.715708542713	0.4833257856215151	5016.657924623116	0.48932651977620134
5017.130492462312	0.47555491903405384	5017.137954773869	0.4819238264463902	5016.989804020101	0.48421913629116553	5016.930552763819	0.4883565028235043
5017.407688442211	0.4758451728969031	5017.4141306532665	0.4827853008753329	5017.263899497488	0.48523997856172657	5017.203180904523	0.48737369865152946
5017.684884422111	0.47617316927343306	5017.690306532663	0.4837102032624975	5017.537994974874	0.48638975498957315	5017.475809045226	0.4863878001431931
5017.9620804020105	0.47654439146526456	5017.96648241206	0.484700991957571	5017.812090452261	0.48766726934151655	5017.74843718593	0.48540812012384144
5018.23927638191	0.4769642887631684	5018.242658291457	0.4857600118472201	5018.086185929648	0.48906909478738747	5018.021065326633	0.48444180537492165
5018.516472361809	0.47743812811306924	5018.5188341708545	0.48688787672226425	5018.3602814070355	0.4905883605972755	5018.293693467337	0.48349591672975445
5018.793668341709	0.47797111560994	5018.795010050251	0.488083457926191	5018.634376884422	0.4922167350524549	5018.56632160804	0.48257763921540453
5019.0708643216085	0.47856845730605235	5019.071185929648	0.48934552181323276	5018.908472361809	0.49394372186968627	5018.838949748744	0.4816940857711921
5019.348060301508	0.47923500915091766	5019.347361809045	0.49067320254777996	5019.182567839196	0.49575730606634316	5019.111577889447	0.4808525756953083
5019.625256281407	0.4799742694237591	5019.623537688442	0.49206748884498835	5019.456663316583	0.49764338472760317	5019.38420603015	0.4800614186429935
5019.902452261307	0.4807894073472609	5019.899713567839	0.49353020127436364	5019.7307587939695	0.4995872614944429	5019.656834170854	0.47932904226799156
5020.179648241206	0.4816835919204176	5020.175889447236	0.49506318329366406	5020.004854271357	0.5015736411465017	5019.9294623115575	0.4786638683710596
5020.456844221106	0.48265932168898923	5020.452065326633	0.49666812781549136	5020.278949748744	0.5035864679583257	5020.2020904522615	0.47807473272408135
5020.734040201005	0.4837169478288181	5020.72824120603	0.49834508725681936	5020.553045226131	0.5056084774444705	5020.474718592965	0.4775713025702309
5021.011236180905	0.48485639248865914	5021.004417085427	0.5000927065399094	5020.827140703517	0.507622440908746	5020.747346733669	0.47716333509361136
5021.288432160804	0.4860775779643775	5021.280592964824	0.5019095712422437	5021.101236180904	0.5096117503413932	5021.019974874372	0.4768602359467939
5021.565628140704	0.4873806738503038	5021.556768844221	0.5037952039568055	5021.3753316582915	0.5115610065687173	5021.292603015076	0.47666966491118545
5021.842824120603	0.48876660254602444	5021.832944723618	0.5057542522439783	5021.649427135679	0.5134604578852847	5021.565231155779	0.47659862672523085
5022.120020100503	0.49023642917797733	5022.109120603015	0.5077945065266247	5021.923522613065	0.5153050836244031	5021.837859296483	0.4766541062623598
5022.397216080402	0.4917912188725856	5022.385296482412	0.5099238948904075	5022.197618090452	0.5170980665240325	5022.110487437186	0.4768436132609654
5022.674412060302	0.49343203675628694	5022.661472361809	0.5121503454209825	5022.471713567839	0.5188449199691814	5022.38311557789	0.4771775567195776
5022.951608040201	0.4951599479555145	5022.937648241206	0.5144817862040139	5022.7458090452255	0.5205511576731857	5022.655743718593	0.4776673412117104
5023.228804020101	0.496976017596707	5023.213824120603	0.5169261453251428	5023.019904522613	0.5222222933493985	5022.928371859297	0.4783243722106257
5023.506	0.4988813108062856	5023.49	0.5194913508700327	5023.294	0.5238638407111555	5023.201	0.47916005518957766
